response_id,job_title,gender,age,switched_into_data_career,role_category,country_of_residence,average_of_current_salary,ethnicity,rating_salary,rating_work_life_balance,rating_coworkers,rating_management,rating_upward_mobility,rating_learning,top_priority_when_looking_for_new_job,Highest_Level_of_Education,diificulty_breaking_into_data,favourite_programming_language,industry
62a352f00a77c1a77f65eae7,Data Analyst,Male,28,1,Data Analyst,Mozambique,20000,Black or African American,3,2,4,2,2,2,Good Culture,Bachelors,Neither easy nor difficult,Python,Retail & E-commerce
62a353372e54c9003e534a40,Analytics Manager,Male,33,0,Management,United States,187500,White or Caucasian,8,10,9,7,5,5,Remote Work,Masters,Neither easy nor difficult,R,Tech
62a353565d257a28a30da59f,Data Analyst,Female,22,1,Data Analyst,Egypt,20000,Other,2,3,3,3,2,4,Good Work/Life Balance,Bachelors,Neither easy nor difficult,"Other:SQL Postgres ",Finance
62a353f07dc029e2d66c1783,Student/Looking/None,Male,27,0,Student/Looking/None,India,20000,Other,3,5,5,4,4,5,Better Salary,Bachelors,Neither easy nor difficult,Python,Tech
62a3545e0f8c8599d5af474b,Data Analyst,Male,37,1,Data Analyst,United States,115500,Other,8,8,8,8,10,10,Good Work/Life Balance,Bachelors,Easy,Other:DAX,Other
62a35472cec54911e9ca82bc,Business Analyst,Male,24,0,Business Analyst,United States,53000,White or Caucasian,3,4,5,5,4,3,Better Salary,Masters,Difficult,R,Other
62a354bdb4da29969c631700,Data Analyst,Male,25,0,Data Analyst,United Kingdom,53000,Asian or Asian American,1,4,3,2,0,6,Better Salary,Masters,Difficult,R,Healthcare
62a354e9cf255543173031ed,Data Engineer,Male,28,0,Data Engineer,United States,95500,Black or African American,8,10,8,8,9,10,Good Culture,Masters,Neither easy nor difficult,R,Healthcare
62a35541f3072dd892625517,Data Analyst,Male,32,1,Data Analyst,United Kingdom,53000,White or Caucasian,5,5,7,7,7,7,Better Salary,Bachelors,Easy,Python,Energy & Utilities
62a355445d257a28a30dab12,Data Analyst,Male,29,1,Data Analyst,United States,53000,Asian or Asian American,0,7,7,7,0,7,Good Culture,Bachelors,Easy,Python,Government & Public Sector
62a35631cf25554317303425,Data Analyst,Female,26,0,Data Analyst,Australia,53000,White or Caucasian,7,5,8,6,5,10,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country ",Masters,Difficult,R,Healthcare
62a357390a77c1a77f65f189,Data Engineer,Male,37,1,Data Engineer,Canada,53000,White or Caucasian,0,7,5,0,0,7,Remote Work,Masters,Neither easy nor difficult,Python,Tech
62a3578b0a77c1a77f65f279,Data Analyst,Male,25,0,Data Analyst,United States,53000,White or Caucasian,4,6,5,4,5,6,Better Salary,Bachelors,Neither easy nor difficult,R,Logistics & Transport
62a357d30f8c8599d5af4ea3,Data Analyst,Male,24,0,Data Analyst,Israel,20000,White or Caucasian,4,4,5,6,6,0,Better Salary,High School,Difficult,Other:Sql,Finance
62a3582e575fa3a5ae88e506,Manager of a team of Data Analysts,Male,52,0,Data Analyst,United States,137500,White or Caucasian,7,8,8,8,7,8,Better Salary,Bachelors,Easy,Other:SQL,Finance
62a35878575fa3a5ae88e5d5,Data Analyst,Male,27,1,Data Analyst,Singapore,53000,Asian or Asian American,6,10,3,5,0,10,Good Culture,Bachelors,Difficult,Python,Finance
62a35981bae91e4b8b8323dd,Data Analyst,Female,29,0,Data Analyst,United States,115500,White or Caucasian,6,6,3,3,3,3,Better Salary,Masters,Neither easy nor difficult,Other,Healthcare
62a35a2c7dc029e2d66c2519,Student/Looking/None,Male,42,0,Student/Looking/None,Brazil,20000,White or Caucasian,3,7,6,7,0,0,Better Salary,Associates,Difficult,Python,Tech
62a35aa2f8d5efcc22f8075d,Data Analyst,Male,28,1,Data Analyst,United States,53000,White or Caucasian,3,5,6,4,3,7,Other (Please Specify):All of the options are important to me when looking for a new job,Masters,Difficult,R,Retail & E-commerce
62a35ababae91e4b8b83269d,Data Analyst,Male,44,1,Data Analyst,Costa Rica,20000,Hispanic or Latino,8,8,8,8,8,9,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Python,Tech
62a35ae0575fa3a5ae88ea98,Data Engineer,Male,23,1,Data Engineer,Spain,20000,White or Caucasian,5,5,6,5,6,7,Remote Work,Bachelors,Neither easy nor difficult,Python,Tech
62a35ae87dc029e2d66c279b,Data Analyst,Male,27,0,Data Analyst,United States,53000,Hispanic or Latino,1,2,6,4,2,0,Better Salary,Bachelors,Easy,R,Other
62a35b13bc6861bf31770188,Data Analyst,Male,26,0,Data Analyst,United States,75500,White or Caucasian,3,3,3,2,2,1,Good Culture,Masters,Neither easy nor difficult,Python,Construction
62a35b72f408bae018ed76a8,Data Analyst,Male,27,1,Data Analyst,United States,95500,Hispanic or Latino,3,4,4,4,1,3,Better Salary,Masters,Neither easy nor difficult,Other:Vba,Healthcare
62a35b965d257a28a30db899,Data Analyst,Male,33,1,Data Analyst,Canada,75500,Asian or Asian American,0,0,7,1,0,9,Better Salary,Bachelors,Difficult,Python,Retail & E-commerce
62a35ba3f3072dd892626068,Data Analyst,Male,28,1,Data Analyst,United States,75500,Hispanic or Latino,8,10,10,10,10,10,Better Salary,Bachelors,Easy,Python,Other
62a35c890a77c1a77f65fdfa,Data Analyst,Male,32,1,Data Analyst,Kenya,20000,Black or African American,2,8,8,7,6,9,Better Salary,Bachelors,Neither easy nor difficult,R,Tech
62a35d8f575fa3a5ae88efd6,Student/Looking/None,Male,34,1,Student/Looking/None,Canada,53000,Asian or Asian American,2,4,6,1,1,1,Better Salary,Associates,Very Difficult,Python,Other
62a35d95cf25554317304386,Data Analyst,Male,28,0,Data Analyst,United States,187500,Asian or Asian American,10,10,10,8,10,10,Good Work/Life Balance,Bachelors,Easy,Python,Tech
62a35e970a77c1a77f66035a,Data Scientist,Male,27,1,Data Scientist,India,137500,Other,2,4,1,3,1,7,Better Salary,Bachelors,Neither easy nor difficult,Python,Retail & E-commerce
62a35eabf408bae018ed7cbc,Data Engineer,Male,22,1,Data Engineer,United States,53000,White or Caucasian,2,4,5,5,4,6,Better Salary,Bachelors,Difficult,Python,Finance
62a35f0d24a2626027386a8b,Data Analyst,Male,29,0,Data Analyst,United States,75500,White or Caucasian,3,3,4,1,2,2,Better Salary,Masters,Neither easy nor difficult,Python,Healthcare
62a35f825d257a28a30dc128,Data Analyst,Female,31,0,Data Analyst,United States,75500,White or Caucasian,8,10,10,8,5,7,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Healthcare
62a35fa0f8f7561645856c35,Data Analyst,Male,28,0,Data Analyst,United States,75500,White or Caucasian,4,5,5,5,4,4,Remote Work,Bachelors,Easy,Python,Tech
62a35fc1f8f7561645856c98,Student/Looking/None,Male,24,0,Student/Looking/None,United States,20000,Asian or Asian American,0,0,0,0,0,0,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Healthcare
62a3602318134ddc75ced6b9,Data Analyst,Male,34,0,Data Analyst,United States,95500,White or Caucasian,4,5,3,4,2,3,Good Culture,Masters,Easy,Other:Stata,Government & Public Sector
62a360b8f8f7561645856ec4,Data Engineer,Male,23,0,Data Engineer,United States,95500,White or Caucasian,5,3,5,5,4,5,Better Salary,Bachelors,Difficult,Python,Tech
62a360dbd8c00e9f541a16cf,Student/Looking/None,Male,32,0,Student/Looking/None,Belgium,53000,White or Caucasian,10,4,10,10,4,10,Remote Work,Masters,Neither easy nor difficult,Other:Excel,Construction
62a36146f8f7561645856ff7,Data Analyst,Male,29,1,Data Analyst,Argentina,20000,Hispanic or Latino,6,8,6,6,8,10,Remote Work,High School,Easy,R,Healthcare
62a361af0f8c8599d5af6277,Data Analyst,Male,34,1,Data Analyst,Nigeria,20000,Black or African American,0,0,0,0,0,0,Better Salary,Bachelors,Very Difficult,Python,Education
62a361cc575fa3a5ae88f908,Data Analyst,Male,24,0,Data Analyst,United Kingdom,75500,White or Caucasian,7,5,5,7,9,10,Remote Work,Bachelors,Very Easy,Python,Finance
62a3620f0f8c8599d5af63a5,Analyst,Male,30,0,Data Analyst,United States,75500,Other,0,10,6,0,0,0,Better Salary,Bachelors,Difficult,Python,Tech
62a36251d8c00e9f541a199e,Analytics Engineer,Male,24,0,Data Engineer,United States,95500,Hispanic or Latino,5,5,6,4,5,5,Better Salary,Masters,Difficult,Python,Other
62a36275bc6861bf31771183,Data Analyst,Male,27,1,Data Analyst,United States,53000,Other,6,8,10,9,7,9,Better Salary,Bachelors,Easy,Python,Other
62a3636c2e54c9003e536e6b,Data Analyst,Male,21,0,Data Analyst,India,20000,Asian or Asian American,1,2,4,4,4,5,Better Salary,Bachelors,Neither easy nor difficult,Python,Finance
62a365c2f8d5efcc22f81e2e,Data Analyst,Male,31,0,Data Analyst,United Arab Emirates,20000,Black or African American,3,5,9,9,NULL,8,Other (Please Specify):Both Good work / life Balance and Good Culture,Masters,Very Difficult,Python,Logistics & Transport
62a365d5d8c00e9f541a20cf,Data Analyst,Male,41,1,Data Analyst,Egypt,20000,White or Caucasian,5,7,5,5,5,7,Better Salary,Bachelors,Difficult,R,Retail & E-commerce
62a3670b575fa3a5ae890422,Data Analyst,Male,25,1,Data Analyst,India,20000,Asian or Asian American,0,1,1,0,0,2,Better Salary,Bachelors,Difficult,Python,Tech
62a3676bb4da29969c633ac7,Data Analyst,Male,24,0,Data Analyst,Nigeria,20000,Black or African American,4,7,8,8,8,9,"Other (Please Specify):an environment that encourages growth like where I work currently and better salary ",Bachelors,Neither easy nor difficult,Other:I currently do not work with programming languages yet,Finance
62a36794b4da29969c633b48,Data Analyst,Male,30,0,Data Analyst,Somalia,20000,Other,6,5,6,5,6,6,Better Salary,Masters,Neither easy nor difficult,Python,Finance
62a367d224a2626027387b56,Data Analyst,Male,33,0,Data Analyst,United States,187500,White or Caucasian,7,7,7,NULL,5,7,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Other,Finance
62a367ed18134ddc75cee697,Data Analyst,Male,23,0,Data Analyst,United States,75500,Hispanic or Latino,7,4,10,9,7,10,Better Salary,Bachelors,Difficult,Other:Altery,Energy & Utilities
62a36802f8f7561645857e38,Data Analyst,Female,33,1,Data Analyst,United Kingdom,75500,Asian or Asian American,6,6,6,6,6,6,Remote Work,Masters,Difficult,Python,Tech
62a3684ebc6861bf31771f15,Data Analyst,Male,25,0,Data Analyst,United States,115500,White or Caucasian,4,4,4,4,4,4,Better Salary,Bachelors,Neither easy nor difficult,Python,Finance
62a3688df8f7561645857f7e,Data Analyst,Female,27,0,Data Analyst,Kosovo,20000,White or Caucasian,5,5,5,5,5,5,Remote Work,Masters,Neither easy nor difficult,Python,Marketing & Media
62a368ee2e54c9003e537e4a,Data Analyst,Male,30,1,Data Analyst,United Kingdom,20000,White or Caucasian,5,10,10,8,10,10,Good Work/Life Balance,Bachelors,Very Easy,C/C++,Finance
62a369280a77c1a77f661ad0,Data Analyst,Male,29,1,Data Analyst,Nigeria,20000,Black or African American,0,3,NULL,NULL,NULL,6,Remote Work,Bachelors,Neither easy nor difficult,Python,Tech
62a36969f8f756164585821d,Analyst Primary Market Intelligence,Male,25,1,Data Analyst,India,20000,Other,10,2,8,5,0,6,Better Salary,Masters,Easy,Python,Healthcare
62a3697ff408bae018ed948b,Data Analyst,Male,40,0,Data Analyst,United States,95500,Hispanic or Latino,7,7,5,7,7,7,Remote Work,High School,Easy,Other:None,Retail & E-commerce
62a36ac6cf255543173063d8,Data Analyst,Female,29,0,Data Analyst,Canada,53000,Other,6,10,8,8,4,4,Better Salary,Bachelors,Neither easy nor difficult,Other,Government & Public Sector
62a36ad1f408bae018ed9793,Data Analyst,Male,29,0,Data Analyst,India,53000,Asian or Asian American,0,3,3,3,3,NULL,Remote Work,Masters,Difficult,Python,Other
62a36b6c24a26260273882a2,Data Analyst,Male,28,1,Data Analyst,Nigeria,20000,Black or African American,1,2,2,3,3,4,Better Salary,Masters,Neither easy nor difficult,Python,Education
62a36b862e54c9003e5383c6,software engineer,Male,34,0,Software Engineering,United Kingdom,95500,White or Caucasian,5,2,0,2,0,0,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Other:c#,Other
62a36d12f8d5efcc22f82cd8,Student/Looking/None,Male,24,0,Student/Looking/None,Belgium,20000,White or Caucasian,0,4,7,6,7,8,Other (Please Specify):Learning possibilities,Masters,Easy,Python,Tech
62a36d3124a262602738862c,Data Analyst,Male,26,1,Data Analyst,Iraq,20000,Other,5,8,8,9,7,9,Better Salary,Bachelors,Very Easy,Python,Retail & E-commerce
62a36e470a77c1a77f662470,Data Analyst,Male,28,0,Data Analyst,United States,137500,Hispanic or Latino,10,5,10,10,6,10,Good Work/Life Balance,Bachelors,Difficult,Python,Tech
62a36e7024a262602738890a,Student/Looking/None,Male,25,0,Student/Looking/None,Germany,20000,White or Caucasian,5,4,4,4,5,5,Good Work/Life Balance,Masters,Difficult,R,Education
62a36fe67dc029e2d66c5303,Data Analyst,Male,33,1,Data Analyst,Colombia,20000,Hispanic or Latino,1,4,9,7,8,10,Better Salary,Bachelors,Easy,Python,Tech
62a3701f575fa3a5ae89164e,Data Analyst,Male,30,1,Data Analyst,Ireland,75500,White or Caucasian,4,4,6,3,4,0,Remote Work,Masters,Neither easy nor difficult,Python,Finance
62a370635d257a28a30de5eb,Data Analyst,Male,35,1,Data Analyst,India,20000,Other,1,1,1,1,1,1,Better Salary,Bachelors,Very Difficult,Python,Finance
62a37128d8c00e9f541a39dd,Data Analyst,Male,25,0,Data Analyst,Romania,20000,White or Caucasian,5,2,5,5,3,4,Better Salary,Bachelors,Difficult,Other:None,Other
62a3715124a2626027388f02,Data Analyst,Male,23,0,Data Analyst,Spain,20000,White or Caucasian,4,7,9,5,2,8,Better Salary,Bachelors,Easy,Python,Government & Public Sector
62a37222cf2555431730732d,Data Engineer,Male,24,0,Data Engineer,Mexico,20000,Hispanic or Latino,6,6,6,5,4,7,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Python,Healthcare
62a373efbc6861bf3177360b,Data Analyst,Male,27,1,Data Analyst,United States,187500,Black or African American,8,9,9,7,6,6,Better Salary,Masters,Neither easy nor difficult,"Other:SQL ",Education
62a3759e5d257a28a30def3a,Data Analyst,Male,32,1,Data Analyst,United States,75500,Asian or Asian American,4,10,10,8,5,6,Remote Work,Bachelors,Neither easy nor difficult,Python,Other
62a3777624a262602738997e,Data Analyst,Male,50,1,Data Analyst,Canada,53000,White or Caucasian,3,5,4,4,4,4,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Python,Tech
62a377987dc029e2d66c638d,Data Architect,Male,29,1,Data Architect,United States,75500,White or Caucasian,7,7,8,9,10,10,Remote Work,High School,Neither easy nor difficult,Python,Other
62a377f424a2626027389af3,Data Analyst,Male,41,1,Data Analyst,Peru,20000,Hispanic or Latino,2,8,7,6,5,6,Good Work/Life Balance,Bachelors,Neither easy nor difficult,R,Retail & E-commerce
62a3784c0f8c8599d5af8fbc,Data Integrity,Male,23,0,Data Governance,United States,20000,White or Caucasian,1,7,7,1,4,10,Better Salary,Associates,Neither easy nor difficult,R,Other
62a37a43d8c00e9f541a4a7c,Data Analyst,Male,31,1,Data Analyst,Nigeria,20000,Black or African American,4,7,8,7,8,8,Better Salary,Bachelors,Difficult,Python,Finance
62a37a7818134ddc75cf0d4c,Data Analyst,Male,22,0,Data Analyst,Philippines,20000,Native Hawaiian or other Pacific Islander,0,10,10,10,10,10,Better Salary,Bachelors,Difficult,Python,Healthcare
62a37aa1cf255543173081e5,Data Analyst,Male,29,0,Data Analyst,United States,75500,Hispanic or Latino,3,5,5,5,3,3,Better Salary,Masters,Very Difficult,Python,Finance
62a37ad924a2626027389f8a,Data Scientist,Male,23,1,Data Scientist,Malaysia,20000,Other,4,4,4,0,0,6,Good Culture,Bachelors,Difficult,Python,Tech
62a37b7db4da29969c636123,Student/Looking/None,Female,24,0,Student/Looking/None,United States,20000,Hispanic or Latino,0,0,1,1,0,1,Remote Work,High School,Neither easy nor difficult,"Other:Just started learning ",Other
62a37bab2e54c9003e53a10a,Data Analyst,Male,26,1,Data Analyst,United States,75500,Black or African American,5,9,10,10,5,10,Better Salary,Bachelors,Neither easy nor difficult,Python,Other
62a37c50cec54911e9cacee2,Student/Looking/None,Male,31,1,Student/Looking/None,India,20000,Asian or Asian American,4,3,5,2,2,3,Good Culture,Bachelors,Difficult,Python,Finance
62a37d41bae91e4b8b8369f7,Data Analyst,Male,22,1,Data Analyst,Nigeria,20000,Black or African American,1,1,1,1,7,9,Remote Work,Bachelors,Neither easy nor difficult,Python,Other
62a37f8db4da29969c6367bf,Data Analyst,Male,31,1,Data Analyst,Germany,75500,White or Caucasian,7,8,10,8,7,5,Remote Work,Bachelors,Neither easy nor difficult,Python,Other
62a37ff3bae91e4b8b836ed0,Student/Looking/None,Male,27,1,Student/Looking/None,United States,20000,Asian or Asian American,0,4,0,0,4,5,Better Salary,Masters,Neither easy nor difficult,Python,Tech
62a38023575fa3a5ae89339e,Student/Looking/None,Female,25,0,Student/Looking/None,United States,20000,Asian or Asian American,1,1,2,1,1,1,Better Salary,Bachelors,Difficult,Python,Student / Not Employed
62a38153cec54911e9cad855,Data Analyst,Male,30,1,Data Analyst,Colombia,20000,Hispanic or Latino,4,10,10,8,8,10,Good Work/Life Balance,Masters,Easy,Python,Healthcare
62a381d024a262602738ab19,Data Analyst,Male,28,1,Data Analyst,United States,53000,Hispanic or Latino,0,6,5,6,0,2,"Other (Please Specify):Opportunities for growth ",Masters,Easy,R,Healthcare
62a38227bae91e4b8b837235,Data Analyst,Male,26,0,Data Analyst,United States,137500,White or Caucasian,6,6,5,4,2,4,Remote Work,Bachelors,Easy,Python,Finance
62a38489cf25554317309145,Data Scientist,Female,32,1,Data Scientist,United States,137500,White or Caucasian,6,7,7,10,6,7,Remote Work,Masters,Neither easy nor difficult,Python,Retail & E-commerce
62a384f0cec54911e9cadd6f,Data Analyst,Female,40,1,Data Analyst,Poland,20000,White or Caucasian,3,5,6,4,6,6,Better Salary,PhD,Neither easy nor difficult,Other:Sql,Marketing & Media
62a385480f8c8599d5afa5c6,Data Engineer,Male,36,1,Data Engineer,Singapore,20000,Asian or Asian American,4,7,7,6,8,7,Better Salary,Associates,Neither easy nor difficult,Python,Other
62a3856218134ddc75cf1ee0,Data Analyst,Male,35,1,Data Analyst,United States,75500,Hispanic or Latino,6,10,9,9,9,10,Better Salary,Bachelors,Difficult,Python,Finance
62a385c40f8c8599d5afa6cf,Data Analyst,Male,29,1,Data Analyst,United States,75500,Asian or Asian American,3,4,4,4,5,5,Good Work/Life Balance,Masters,Very Difficult,Python,Tech
62a385ddbae91e4b8b837855,Data Analyst,Female,25,0,Data Analyst,Germany,53000,Hispanic or Latino,6,5,9,9,7,5,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Masters,Neither easy nor difficult,Python,Finance
62a385e7b4da29969c6372ab,Database Developer,Male,29,1,Software Engineering,United States,53000,White or Caucasian,6,8,8,9,6,8,Remote Work,Bachelors,Difficult,Python,Other
62a386dfcec54911e9cae1d3,Data Analyst,Male,26,0,Data Analyst,United States,95500,Black or African American,7,6,7,4,5,8,Good Work/Life Balance,Bachelors,Difficult,Python,Other
62a3870bbc6861bf31775841,Data Analyst,Male,34,0,Data Analyst,Ghana,20000,Black or African American,1,1,1,1,1,1,Remote Work,Bachelors,Neither easy nor difficult,R,Marketing & Media
62a38733f8d5efcc22f859fc,Data Analyst,Male,26,1,Data Analyst,Egypt,20000,White or Caucasian,5,2,5,4,3,5,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Python,Finance
62a387e6575fa3a5ae8940a1,Data Analyst,Female,22,0,Data Analyst,India,20000,Asian or Asian American,3,3,5,4,3,2,Other (Please Specify):Good opportunities in projects and learnjng,Bachelors,Difficult,Python,Tech
62a388d524a262602738b869,Student/Looking/None,Female,24,1,Student/Looking/None,Kenya,20000,Black or African American,0,2,0,1,1,2,Remote Work,Bachelors,Very Difficult,Python,Construction
62a38975b4da29969c637830,Data Analyst,Male,26,0,Data Analyst,Costa Rica,20000,Hispanic or Latino,3,6,6,6,4,3,Better Salary,Bachelors,Neither easy nor difficult,Python,Other
62a38985f8f756164585b89c,Data Architect,Female,34,1,Data Architect,Portugal,20000,White or Caucasian,5,6,2,3,3,5,Good Work/Life Balance,Masters,Very Difficult,Python,Finance
62a389b70f8c8599d5afad1a,Data Analyst,Male,29,0,Data Analyst,India,20000,Asian or Asian American,3,5,4,5,4,2,Better Salary,Bachelors,Neither easy nor difficult,Python,Tech
62a389ed18134ddc75cf24f8,Data Scientist,Male,21,0,Data Scientist,Nigeria,20000,Black or African American,2,7,7,7,7,7,Better Salary,Bachelors,Easy,R,Tech
62a38a060a77c1a77f6654b7,Financial Analyst,Female,35,0,Data Analyst,Macedonia,20000,White or Caucasian,2,4,5,3,1,1,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Other
62a38a4d575fa3a5ae8944df,Data Analyst,Male,26,0,Data Analyst,United States,53000,Black or African American,7,7,8,8,6,7,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Python,Education
62a38a97cf25554317309af2,Data Analyst,Male,28,1,Data Analyst,United States,53000,White or Caucasian,2,4,7,10,5,10,Remote Work,Bachelors,Neither easy nor difficult,Python,Other
62a38c120f8c8599d5afb0e9,Database Manager,Female,33,0,Management,United States,53000,White or Caucasian,1,5,5,1,0,3,Better Salary,Bachelors,Easy,Python,Other
62a38c9dbc6861bf317760c4,Data Analyst,Female,56,1,Data Analyst,United States,75500,White or Caucasian,7,6,5,7,4,4,Better Salary,Bachelors,Easy,"Other:i mean, i mostly work in SQL and its variants?",Consulting
62a38de50f8c8599d5afb3e7,"Software Developer ",Male,23,0,Software Engineering,India,20000,Asian or Asian American,3,3,6,5,NULL,4,Good Work/Life Balance,Bachelors,Difficult,Python,Other
62a3906224a262602738c58a,Data Scientist,Male,28,1,Data Scientist,United States,137500,White or Caucasian,4,5,5,5,4,5,Better Salary,Masters,Difficult,Python,Healthcare
62a3907cbae91e4b8b838917,Student/Looking/None,Male,21,0,Student/Looking/None,Egypt,20000,White or Caucasian,0,0,0,0,0,10,Remote Work,High School,Neither easy nor difficult,JavaScript,Other
62a390c0d8c00e9f541a6fd7,Student/Looking/None,Male,35,0,Student/Looking/None,United States,75500,Black or African American,2,2,4,1,2,1,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Other
62a390e4f3072dd89262c0cd,Data Analyst,Male,29,0,Data Analyst,Ireland,53000,Asian or Asian American,7,5,9,9,9,8,Remote Work,Masters,Neither easy nor difficult,Python,Healthcare
62a391cacf2555431730a623,Data Analyst,Female,23,0,Data Analyst,United States,95500,Asian or Asian American,9,10,8,8,7,7,Other (Please Specify):Projects I’m interested in,Bachelors,Neither easy nor difficult,Python,Tech
62a39214f8f756164585c6b6,Tableau admin,Male,25,0,BI / Analytics Developer,India,53000,Asian or Asian American,3,3,3,0,0,1,Good Work/Life Balance,Bachelors,Difficult,Python,Finance
62a39297b4da29969c638679,Data Engineer,Male,27,1,Data Engineer,United States,95500,White or Caucasian,8,7,10,9,10,10,Better Salary,Masters,Easy,Python,Other
62a393330a77c1a77f6662e4,Data Analyst,Male,22,0,Data Analyst,India,20000,Other,3,8,7,5,8,7,Better Salary,Bachelors,Neither easy nor difficult,Python,Tech
62a3944024a262602738cb07,Data Analyst,Male,22,1,Data Analyst,India,20000,Asian or Asian American,6,3,5,7,5,7,Good Work/Life Balance,Bachelors,Neither easy nor difficult,Python,Other
62a3951ed8c00e9f541a75d1,Other (Please Specify),Male,43,0,Other,United States,115500,Asian or Asian American,7,7,4,5,5,4,Better Salary,Masters,Neither easy nor difficult,Java,Other
62a3958fcec54911e9caf827,Reporting Adm,Female,32,1,Data Analyst,United States,20000,Asian or Asian American,3,5,8,4,5,5,Better Salary,Bachelors,Difficult,Python,Tech
62a3970ebae91e4b8b839495,Student/Looking/None,Female,42,1,Student/Looking/None,United States,75500,Asian or Asian American,NULL,NULL,NULL,NULL,NULL,0,Good Work/Life Balance,Masters,Difficult,Other,Healthcare
62a3976ecf2555431730af5e,Billing analyst,Male,31,0,Data Analyst,United States,75500,Hispanic or Latino,4,6,2,3,3,2,Remote Work,Bachelors,Very Difficult,Python,Other
62a397fb5d257a28a30e279a,Data Engineer,Male,25,0,Data Engineer,United Kingdom,20000,White or Caucasian,0,10,10,5,0,3,Better Salary,Bachelors,Neither easy nor difficult,Python,Marketing & Media
62a3980c7dc029e2d66c9a81,Data Analyst,Female,25,0,Data Analyst,United States,53000,Asian or Asian American,3,5,5,5,3,2,Better Salary,Masters,Neither easy nor difficult,Other:SQL,Other
62a3980e0f8c8599d5afc32c,Data Analyst,Male,31,1,Data Analyst,United States,115500,Asian or Asian American,9,9,9,6,9,8,Good Work/Life Balance,Masters,Difficult,Other:SAS,Logistics & Transport
62a39a340f8c8599d5afc6ce,Data Scientist,Male,36,1,Data Scientist,Morocco,20000,White or Caucasian,3,3,1,1,1,6,Better Salary,Masters,Difficult,Python,Education
62a39a95bc6861bf3177751d,I work with data tools and can create simple dashboards but I am not a data scientist,Female,35,0,Data Scientist,Bulgaria,53000,White or Caucasian,6,8,8,8,8,10,Good Work/Life Balance,Masters,Neither easy nor difficult,Python,Healthcare
62a39b315d257a28a30e2cae,Data Analyst,Male,28,1,Data Analyst,United States,75500,White or Caucasian,6,10,10,10,9,8,Remote Work,Bachelors,Easy,R,Energy & Utilities
62a39b6cf408bae018ede929,Data Analyst,Male,27,0,Data Analyst,Peru,20000,Hispanic or Latino,8,8,9,9,8,7,Better Salary,Bachelors,Neither easy nor difficult,Python,Other
62a39bd324a262602738d725,Data Analyst,Male,25,1,Data Analyst,Costa Rica,20000,Hispanic or Latino,7,4,7,4,8,10,Good Work/Life Balance,Bachelors,Easy,Python,Other
62a39e03f408bae018eded39,Data Analyst,Male,25,0,Data Analyst,Poland,20000,White or Caucasian,6,6,10,8,6,8,Better Salary,Bachelors,Neither easy nor difficult,Python,Other
62a39e69d8c00e9f541a8358,Marketing Data Specialist,Male,22,0,Other,United States,53000,White or Caucasian,5,5,5,5,5,5,Good Work/Life Balance,Masters,Difficult,R,Marketing & Media
62a3a0bcf8f756164585daf7,Data Analyst,Male,38,1,Data Analyst,Germany,53000,White or Caucasian,7,8,8,4,6,8,Good Culture,High School,Neither easy nor difficult,Other:None,Healthcare
62a3a1a62e54c9003e53dc35,Data Analyst,Male,27,1,Data Analyst,Kenya,20000,Black or African American,0,0,5,0,0,0,Good Culture,Bachelors,Difficult,Python,Education
62a3a231b4da29969c639b2c,Data Analyst,Female,34,1,Data Analyst,Canada,95500,Black or African American,4,4,2,2,2,2,Remote Work,Bachelors,Easy,Other:NA,Consulting
62a3a3800f8c8599d5afd4db,Data Analyst,Female,31,1,Data Analyst,United States,75500,White or Caucasian,9,10,10,9,8,10,Better Salary,Bachelors,Difficult,Python,Other
62a3a4fdbae91e4b8b83ab6f,Data Analyst,Female,33,1,Data Analyst,Canada,53000,Black or African American,4,9,8,8,6,10,Better Salary,Masters,Neither easy nor difficult,Python,Tech
62a3a7f50a77c1a77f668221,Student/Looking/None,Male,23,1,Student/Looking/None,United States,20000,Asian or Asian American,2,5,5,5,5,5,Remote Work,Bachelors,Very Difficult,Python,Tech
62a3a90f24a262602738e800,Data Analyst,Female,25,1,Data Analyst,United States,53000,Asian or Asian American,3,10,9,10,5,0,Better Salary,Bachelors,Neither easy nor difficult,Other:Mainly use Excel,Healthcare
62a3a9dbd8c00e9f541a93eb,Data Analyst,Male,29,1,Data Analyst,Iran,20000,White or Caucasian,4,4,4,5,2,1,Better Salary,Masters,Difficult,Python,Tech
